"","ensembl_gene_id","hgnc_symbol"
"35631","ENSG00000256197","TSPAN9-IT1"
"35632","ENSG00000256199",""
"35633","ENSG00000256211","SKP1P2"
"35634","ENSG00000256218",""
"35635","ENSG00000256220",""
"35636","ENSG00000256226",""
"35637","ENSG00000256232","LINC02387"
"35638","ENSG00000256234","ITPR2-AS1"
"35639","ENSG00000256237",""
"35640","ENSG00000256238","SUPT16HP1"
"35641","ENSG00000256254",""
"35642","ENSG00000256256",""
"35643","ENSG00000256259","LINC02425"
"35644","ENSG00000256263","DDX11L8"
"35645","ENSG00000256268","LINC02454"
"35646","ENSG00000256269","HMBS"
"35647","ENSG00000256271","CACNA1C-AS2"
"35648","ENSG00000256273",""
"35649","ENSG00000256274","TAS2R64P"
"35650","ENSG00000256280","ATP5MGP1"
"35651","ENSG00000256281",""
"35652","ENSG00000256283","METTL8P1"
"35653","ENSG00000256285","OSBPL9P5"
"35654","ENSG00000256287","LINC02398"
"35655","ENSG00000256288","LINC02617"
"35656","ENSG00000256293","ATP6V1E1P3"
"35657","ENSG00000256306",""
"35658","ENSG00000256314",""
"35659","ENSG00000256315","CADM1-AS1"
"35660","ENSG00000256321",""
"35661","ENSG00000256325",""
"35662","ENSG00000256331","NIFKP3"
"35663","ENSG00000256339",""
"35664","ENSG00000256341",""
"35665","ENSG00000256346",""
"35666","ENSG00000256347","OR8R1P"
"35667","ENSG00000256349",""
"35668","ENSG00000256353",""
"35669","ENSG00000256355","NTAN1P3"
"35670","ENSG00000256356","HSPA8P5"
"35671","ENSG00000256371","LRRC34P1"
"35672","ENSG00000256372",""
"35673","ENSG00000256377","MRPS35-DT"
"35674","ENSG00000256378",""
"35675","ENSG00000256381",""
"35676","ENSG00000256389",""
"35677","ENSG00000256393","RPL41P5"
"35678","ENSG00000256399",""
"35679","ENSG00000256400",""
"35680","ENSG00000256403",""
"35681","ENSG00000256417",""
"35682","ENSG00000256420","OSBPL9P4"
"35683","ENSG00000256422","LINC02552"
"35684","ENSG00000256433",""
"35685","ENSG00000256436","TAS2R31"
"35686","ENSG00000256440",""
"35687","ENSG00000256441","DNAJB6P5"
"35688","ENSG00000256442",""
"35689","ENSG00000256443",""
"35690","ENSG00000256448",""
"35691","ENSG00000256450",""
"35692","ENSG00000256452",""
"35693","ENSG00000256465",""
"35694","ENSG00000256469",""
"35695","ENSG00000256473",""
"35696","ENSG00000256480",""
"35697","ENSG00000256481",""
"35698","ENSG00000256482",""
"35699","ENSG00000256499","LINC02468"
"35700","ENSG00000256504",""
"35701","ENSG00000256508","MRGPRF-AS1"
"35702","ENSG00000256512",""
"35703","ENSG00000256513",""
"35704","ENSG00000256514",""
"35705","ENSG00000256518","FOLR1P1"
"35706","ENSG00000256533",""
"35707","ENSG00000256537","SMIM10L1"
"35708","ENSG00000256538",""
"35709","ENSG00000256540","IQSEC3-AS1"
"35710","ENSG00000256552",""
"35711","ENSG00000256557",""
"35712","ENSG00000256564",""
"35713","ENSG00000256568",""
"35714","ENSG00000256571",""
"35715","ENSG00000256577","SLC6A12-AS1"
"35716","ENSG00000256582","LINC02390"
"35717","ENSG00000256589","ENPP7P5"
"35718","ENSG00000256591",""
"35719","ENSG00000256594",""
"35720","ENSG00000256603",""
"35721","ENSG00000256614","AK6P1"
"35722","ENSG00000256615",""
"35723","ENSG00000256625",""
"35724","ENSG00000256626",""
"35725","ENSG00000256627",""
"35726","ENSG00000256633","PDE2A-AS2"
"35727","ENSG00000256640",""
"35728","ENSG00000256650","RERG-IT1"
"35729","ENSG00000256651",""
"35730","ENSG00000256654",""
"35731","ENSG00000256657",""
"35732","ENSG00000256658",""
"35733","ENSG00000256660","CLEC12B"
"35734","ENSG00000256661","A2ML1-AS1"
"35735","ENSG00000256663",""
"35736","ENSG00000256664",""
"35737","ENSG00000256667","KLRA1P"
"35738","ENSG00000256670","RASSF3-DT"
"35739","ENSG00000256672","LINC02455"
"35740","ENSG00000256673",""
"35741","ENSG00000256674",""
"35742","ENSG00000256678","SZRD1P1"
"35743","ENSG00000256681","MIX23P5"
"35744","ENSG00000256682",""
"35745","ENSG00000256684","LINC02737"
"35746","ENSG00000256686",""
"35747","ENSG00000256690","STX5-DT"
"35748","ENSG00000256691",""
"35749","ENSG00000256694",""
"35750","ENSG00000256706",""
"35751","ENSG00000256708",""
"35752","ENSG00000256712",""
"35753","ENSG00000256713","PGA5"
"35754","ENSG00000256714",""
"35755","ENSG00000256717","LINC02698"
"35756","ENSG00000256720","BTG1P1"
"35757","ENSG00000256721","CACNA1C-IT3"
"35758","ENSG00000256723",""
"35759","ENSG00000256733","LINC02954"
"35760","ENSG00000256739",""
"35761","ENSG00000256745","ARPC3P3"
"35762","ENSG00000256746","MADD-AS1"
"35763","ENSG00000256747",""
"35764","ENSG00000256748",""
"35765","ENSG00000256751","PLBD1-AS1"
"35766","ENSG00000256752","HPRT1P3"
"35767","ENSG00000256756","TIMM17BP1"
"35768","ENSG00000256757",""
"35769","ENSG00000256769","CACNA1C-AS3"
"35770","ENSG00000256774",""
"35771","ENSG00000256777","PDCL3P7"
"35772","ENSG00000256779","SRSF8BP"
"35773","ENSG00000256789",""
"35774","ENSG00000256797","KLRF2"
"35775","ENSG00000256799",""
"35776","ENSG00000256803",""
"35777","ENSG00000256813","CCDC86-AS1"
"35778","ENSG00000256817","TPT1P12"
"35779","ENSG00000256824",""
"35780","ENSG00000256835",""
"35781","ENSG00000256837","CACNA1C-IT1"
"35782","ENSG00000256843",""
"35783","ENSG00000256844","BORCS8P1"
"35784","ENSG00000256847","CCND2P1"
"35785","ENSG00000256849","TCP1P3"
"35786","ENSG00000256852","KNOP1P1"
"35787","ENSG00000256862","PARP11-AS1"
"35788","ENSG00000256870","SLC5A8"
"35789","ENSG00000256879","PDE3A-AS1"
"35790","ENSG00000256888","LINC02366"
"35791","ENSG00000256894",""
"35792","ENSG00000256896","PSMC1P8"
"35793","ENSG00000256897",""
"35794","ENSG00000256898","ARPC3P4"
"35795","ENSG00000256902","IQSEC3P1"
"35796","ENSG00000256904","A2ML1-AS2"
"35797","ENSG00000256912","GCNAP1"
"35798","ENSG00000256913",""
"35799","ENSG00000256915",""
"35800","ENSG00000256916","MMP20-AS1"
"35801","ENSG00000256917",""
"35802","ENSG00000256923",""
"35803","ENSG00000256928",""
"35804","ENSG00000256937","KRT17P8"
"35805","ENSG00000256940","PPP1R14B-AS1"
"35806","ENSG00000256944","TMEM109-DT"
"35807","ENSG00000256947",""
"35808","ENSG00000256948","IQSEC3-AS2"
"35809","ENSG00000256967",""
"35810","ENSG00000256969",""
"35811","ENSG00000256972",""
"35812","ENSG00000256973",""
"35813","ENSG00000256975",""
"35814","ENSG00000256981",""
"35815","ENSG00000256984",""
"35816","ENSG00000256986",""
"35817","ENSG00000256987",""
"35818","ENSG00000256988",""
"35819","ENSG00000256994","LINC02378"
"35820","ENSG00000256995","LINC02955"
"35821","ENSG00000257002",""
"35822","ENSG00000257004",""
"35823","ENSG00000257005",""
"35824","ENSG00000257009",""
"35825","ENSG00000257012",""
"35826","ENSG00000257016","SLC25A39P2"
"35827","ENSG00000257022",""
"35828","ENSG00000257023","ETNK1-DT"
"35829","ENSG00000257027",""
"35830","ENSG00000257037","RARS1P1"
"35831","ENSG00000257038","ARHGEF17-AS1"
"35832","ENSG00000257042",""
"35833","ENSG00000257046","SLCO1B3-SLCO1B7"
"35834","ENSG00000257048","LINC02417"
"35835","ENSG00000257052","PRPF19-DT"
"35836","ENSG00000257057","C11orf97"
"35837","ENSG00000257058",""
"35838","ENSG00000257062",""
"35839","ENSG00000257067","LINC02703"
"35840","ENSG00000257069","KCNK4-CATSPERZ"
"35841","ENSG00000257070",""
"35842","ENSG00000257075","RPEP6"
"35843","ENSG00000257078",""
"35844","ENSG00000257083",""
"35845","ENSG00000257084","MIR200CHG"
"35846","ENSG00000257086",""
"35847","ENSG00000257087",""
"35848","ENSG00000257094",""
"35849","ENSG00000257101","LRRC37A13P"
"35850","ENSG00000257105",""
"35851","ENSG00000257113",""
"35852","ENSG00000257114","LINC02450"
"35853","ENSG00000257121",""
"35854","ENSG00000257124",""
"35855","ENSG00000257125","KRT127P"
"35856","ENSG00000257127","CLLU1"
"35857","ENSG00000257128",""
"35858","ENSG00000257137","LINC02874"
"35859","ENSG00000257139","LINC02821"
"35860","ENSG00000257146",""
"35861","ENSG00000257150","PGAM1P5"
"35862","ENSG00000257157",""
"35863","ENSG00000257159",""
"35864","ENSG00000257164","LINC02451"
"35865","ENSG00000257165",""
"35866","ENSG00000257167","TMPO-AS1"
"35867","ENSG00000257169",""
"35868","ENSG00000257173","AK6P2"
"35869","ENSG00000257176",""
"35870","ENSG00000257181",""
"35871","ENSG00000257183",""
"35872","ENSG00000257191",""
"35873","ENSG00000257194",""
"35874","ENSG00000257195","HNRNPA1P50"
"35875","ENSG00000257199",""
"35876","ENSG00000257202",""
"35877","ENSG00000257210","NACAP8"
"35878","ENSG00000257219","LNCOG"
"35879","ENSG00000257220","PRXL2AP1"
"35880","ENSG00000257225",""
"35881","ENSG00000257228",""
"35882","ENSG00000257230","LINC02448"
"35883","ENSG00000257235",""
"35884","ENSG00000257237",""
"35885","ENSG00000257239",""
"35886","ENSG00000257241",""
"35887","ENSG00000257242","LINC01619"
"35888","ENSG00000257243","PARK7P1"
"35889","ENSG00000257246","PHB1P19"
"35890","ENSG00000257252",""
"35891","ENSG00000257253",""
"35892","ENSG00000257256",""
"35893","ENSG00000257258",""
"35894","ENSG00000257259","LINC02388"
"35895","ENSG00000257261","SLC38A4-AS1"
"35896","ENSG00000257262",""
"35897","ENSG00000257265",""
"35898","ENSG00000257271","KIRREL3-AS1"
"35899","ENSG00000257283",""
"35900","ENSG00000257287","H3P35"
"35901","ENSG00000257288",""
"35902","ENSG00000257289",""
"35903","ENSG00000257292",""
"35904","ENSG00000257294",""
"35905","ENSG00000257296",""
"35906","ENSG00000257298",""
"35907","ENSG00000257302","FAHD2P1"
"35908","ENSG00000257303","CNPY2-AS1"
"35909","ENSG00000257308",""
"35910","ENSG00000257316","ASS1P14"
"35911","ENSG00000257319","DBX2-AS1"
"35912","ENSG00000257322",""
"35913","ENSG00000257323",""
"35914","ENSG00000257325",""
"35915","ENSG00000257329",""
"35916","ENSG00000257331","RACGAP1P1"
"35917","ENSG00000257332","HNRNPA1P69"
"35918","ENSG00000257336","PRELID2P1"
"35919","ENSG00000257337","TNS2-AS1"
"35920","ENSG00000257342",""
"35921","ENSG00000257343",""
"35922","ENSG00000257345","LINC02413"
"35923","ENSG00000257346",""
"35924","ENSG00000257350",""
"35925","ENSG00000257354","MIRLET7IHG"
"35926","ENSG00000257360",""
"35927","ENSG00000257364","VENTXP3"
"35928","ENSG00000257368","MESDP1"
"35929","ENSG00000257373",""
"35930","ENSG00000257376",""
"35931","ENSG00000257378",""
"35932","ENSG00000257379",""
"35933","ENSG00000257384",""
"35934","ENSG00000257386",""
"35935","ENSG00000257389",""
"35936","ENSG00000257390",""
"35937","ENSG00000257400","LNCHR1"
"35938","ENSG00000257402","KRT126P"
"35939","ENSG00000257404",""
"35940","ENSG00000257405",""
"35941","ENSG00000257410",""
"35942","ENSG00000257411",""
"35943","ENSG00000257414","OR6C73P"
"35944","ENSG00000257429",""
"35945","ENSG00000257431",""
"35946","ENSG00000257433","RPAP3-DT"
"35947","ENSG00000257434",""
"35948","ENSG00000257435",""
"35949","ENSG00000257443","LRIG3-DT"
"35950","ENSG00000257449",""
"35951","ENSG00000257453","PHLDA1-AS1"
"35952","ENSG00000257454",""
"35953","ENSG00000257456",""
"35954","ENSG00000257458",""
"35955","ENSG00000257464",""
"35956","ENSG00000257467","PPFIA2-AS1"
"35957","ENSG00000257470",""
"35958","ENSG00000257474",""
"35959","ENSG00000257475",""
"35960","ENSG00000257477","LINC01154"
"35961","ENSG00000257480","MRPL2P1"
"35962","ENSG00000257488","LINC02354"
"35963","ENSG00000257489",""
"35964","ENSG00000257495","KRT73-AS1"
"35965","ENSG00000257496",""
"35966","ENSG00000257497","GLIPR1-AS1"
"35967","ENSG00000257500",""
"35968","ENSG00000257501","PAFAH1B2P2"
"35969","ENSG00000257507","LINC02373"
"35970","ENSG00000257509",""
"35971","ENSG00000257510","LINC02402"
"35972","ENSG00000257511",""
"35973","ENSG00000257512",""
"35974","ENSG00000257514",""
"35975","ENSG00000257515",""
"35976","ENSG00000257526",""
"35977","ENSG00000257528","KRT8P19"
"35978","ENSG00000257530","BICD1-AS1"
"35979","ENSG00000257531",""
"35980","ENSG00000257534",""
"35981","ENSG00000257541","LINC02403"
"35982","ENSG00000257542","OR7E47P"
"35983","ENSG00000257543",""
"35984","ENSG00000257550",""
"35985","ENSG00000257553",""
"35986","ENSG00000257557","PPP1R12A-AS1"
"35987","ENSG00000257564",""
"35988","ENSG00000257568","MON2-AS1"
"35989","ENSG00000257569","GSTP1P1"
"35990","ENSG00000257570",""
"35991","ENSG00000257572","SSBL3P"
"35992","ENSG00000257576","HSPD1P4"
"35993","ENSG00000257580",""
"35994","ENSG00000257586",""
"35995","ENSG00000257587",""
"35996","ENSG00000257588","AQP5-AS1"
"35997","ENSG00000257594","GALNT4"
"35998","ENSG00000257596","SCAT2"
"35999","ENSG00000257599","OVCH1-AS1"
"36000","ENSG00000257604",""
"36001","ENSG00000257605","MYG1-AS1"
"36002","ENSG00000257609",""
"36003","ENSG00000257616",""
"36004","ENSG00000257629",""
"36005","ENSG00000257634",""
"36006","ENSG00000257643",""
"36007","ENSG00000257645",""
"36008","ENSG00000257648","CYCSP30"
"36009","ENSG00000257649","TMT1AP1"
"36010","ENSG00000257653",""
"36011","ENSG00000257657",""
"36012","ENSG00000257660","ADCY6-DT"
"36013","ENSG00000257663",""
"36014","ENSG00000257664","RSL24D1P5"
"36015","ENSG00000257666","CBX3P5"
"36016","ENSG00000257668",""
"36017","ENSG00000257671","KRT7-AS"
"36018","ENSG00000257674",""
"36019","ENSG00000257675","BTBD10P1"
"36020","ENSG00000257677","LINC02464"
"36021","ENSG00000257680",""
"36022","ENSG00000257682",""
"36023","ENSG00000257687",""
"36024","ENSG00000257696","BLTP3B-DT"
"36025","ENSG00000257698","GIHCG"
"36026","ENSG00000257700",""
"36027","ENSG00000257715",""
"36028","ENSG00000257718","CPNE8-AS1"
"36029","ENSG00000257723","CHCHD3P2"
"36030","ENSG00000257725","LINC02399"
"36031","ENSG00000257727","CNPY2"
"36032","ENSG00000257729",""
"36033","ENSG00000257730","LSM6P2"
"36034","ENSG00000257735",""
"36035","ENSG00000257738",""
"36036","ENSG00000257740",""
"36037","ENSG00000257741","LINC01490"
"36038","ENSG00000257746",""
"36039","ENSG00000257747","LINC02426"
"36040","ENSG00000257750","LINC02445"
"36041","ENSG00000257752",""
"36042","ENSG00000257756","LINC02386"
"36043","ENSG00000257757","OR6C7P"
"36044","ENSG00000257761",""
"36045","ENSG00000257763","OR5BK1P"
"36046","ENSG00000257764",""
"36047","ENSG00000257771","LINC02395"
"36048","ENSG00000257777",""
"36049","ENSG00000257779",""
"36050","ENSG00000257780","GLYCAM1"
"36051","ENSG00000257784","LINC02400"
"36052","ENSG00000257786","AKIRIN1P1"
"36053","ENSG00000257787",""
"36054","ENSG00000257790","EIF4A1P4"
"36055","ENSG00000257792","OR5BJ1P"
"36056","ENSG00000257802","MRS2P2"
"36057","ENSG00000257803","PIGAP1"
"36058","ENSG00000257807","STBD1P1"
"36059","ENSG00000257808",""
"36060","ENSG00000257809","MYL6B-AS1"
"36061","ENSG00000257813",""
"36062","ENSG00000257815","PRANCR"
"36063","ENSG00000257818","C1GALT1P1"
"36064","ENSG00000257820","MRPS6P4"
"36065","ENSG00000257823",""
"36066","ENSG00000257824",""
"36067","ENSG00000257829",""
"36068","ENSG00000257830",""
"36069","ENSG00000257835",""
"36070","ENSG00000257837",""
"36071","ENSG00000257839","PHLDA1-DT"
"36072","ENSG00000257844","KRT90P"
"36073","ENSG00000257847","LSM3P2"
"36074","ENSG00000257848",""
"36075","ENSG00000257849",""
"36076","ENSG00000257851","HNRNPA3P10"
"36077","ENSG00000257852",""
"36078","ENSG00000257855",""
"36079","ENSG00000257858","MTND1P24"
"36080","ENSG00000257863",""
"36081","ENSG00000257864",""
"36082","ENSG00000257865",""
"36083","ENSG00000257870",""
"36084","ENSG00000257872",""
"36085","ENSG00000257875",""
"36086","ENSG00000257878",""
"36087","ENSG00000257879",""
"36088","ENSG00000257880",""
"36089","ENSG00000257885","PHB1P18"
"36090","ENSG00000257893","LINC02404"
"36091","ENSG00000257894",""
"36092","ENSG00000257896",""
"36093","ENSG00000257897",""
"36094","ENSG00000257905",""
"36095","ENSG00000257906","LINC02156"
"36096","ENSG00000257907","EEF1A1P17"
"36097","ENSG00000257910",""
"36098","ENSG00000257912","LINC02258"
"36099","ENSG00000257913","DDN-AS1"
"36100","ENSG00000257920","LINC02409"
"36101","ENSG00000257921",""
"36102","ENSG00000257924","LINC02416"
"36103","ENSG00000257925",""
"36104","ENSG00000257927","MRPS36P5"
"36105","ENSG00000257932",""
"36106","ENSG00000257940",""
"36107","ENSG00000257941",""
"36108","ENSG00000257943",""
"36109","ENSG00000257947",""
"36110","ENSG00000257948",""
"36111","ENSG00000257953",""
"36112","ENSG00000257954",""
"36113","ENSG00000257955",""
"36114","ENSG00000257956","NOP56P3"
"36115","ENSG00000257964",""
"36116","ENSG00000257966","OLA1P3"
"36117","ENSG00000257985",""
"36118","ENSG00000257987","SPMIP11"
"36119","ENSG00000257989",""
"36120","ENSG00000257991",""
"36121","ENSG00000257995",""
"36122","ENSG00000257998",""
"36123","ENSG00000258001","R3HDM2-DT"
"36124","ENSG00000258007",""
"36125","ENSG00000258012",""
"36126","ENSG00000258016","HIGD1AP1"
"36127","ENSG00000258017","TUBA1B-AS1"
"36128","ENSG00000258021",""
"36129","ENSG00000258024","OR5BT1P"
"36130","ENSG00000258026",""
"36131","ENSG00000258033","SNX5P2"
"36132","ENSG00000258035",""
"36133","ENSG00000258036","KRT125P"
"36134","ENSG00000258039",""
"36135","ENSG00000258044",""
"36136","ENSG00000258045",""
"36137","ENSG00000258048","PPP1R12A-AS2"
"36138","ENSG00000258051",""
"36139","ENSG00000258052",""
"36140","ENSG00000258053",""
"36141","ENSG00000258056","CD63-AS1"
"36142","ENSG00000258057","BCDIN3D-AS1"
"36143","ENSG00000258064",""
"36144","ENSG00000258066",""
"36145","ENSG00000258068",""
"36146","ENSG00000258071","ARL2BPP2"
"36147","ENSG00000258073",""
"36148","ENSG00000258074","VTI1BP3"
"36149","ENSG00000258077",""
"36150","ENSG00000258084",""
"36151","ENSG00000258086","GPR84-AS1"
"36152","ENSG00000258088",""
"36153","ENSG00000258090",""
"36154","ENSG00000258091",""
"36155","ENSG00000258092",""
"36156","ENSG00000258096","SLC38A2-AS1"
"36157","ENSG00000258100","LINC02823"
"36158","ENSG00000258101",""
"36159","ENSG00000258104","HIGD1AP9"
"36160","ENSG00000258112","CCNG2P1"
"36161","ENSG00000258115",""
"36162","ENSG00000258116","PPIAP45"
"36163","ENSG00000258117","LINC03056"
"36164","ENSG00000258118","PPIAP44"
"36165","ENSG00000258119",""
"36166","ENSG00000258120","KRT128P"
"36167","ENSG00000258121",""
"36168","ENSG00000258123","LINC02444"
"36169","ENSG00000258125",""
"36170","ENSG00000258128","MKRN9P"
"36171","ENSG00000258131",""
"36172","ENSG00000258133",""
"36173","ENSG00000258134",""
"36174","ENSG00000258135","LINC02396"
"36175","ENSG00000258137","GPR84-AS1"
"36176","ENSG00000258140",""
"36177","ENSG00000258144","LINC02406"
"36178","ENSG00000258148",""
"36179","ENSG00000258153","HSPE1P4"
"36180","ENSG00000258162",""
"36181","ENSG00000258167",""
"36182","ENSG00000258168",""
"36183","ENSG00000258170",""
"36184","ENSG00000258171","LINC02412"
"36185","ENSG00000258172",""
"36186","ENSG00000258173",""
"36187","ENSG00000258177",""
"36188","ENSG00000258178",""
"36189","ENSG00000258179",""
"36190","ENSG00000258181",""
"36191","ENSG00000258183","LINC02392"
"36192","ENSG00000258184",""
"36193","ENSG00000258185",""
"36194","ENSG00000258193",""
"36195","ENSG00000258199",""
"36196","ENSG00000258202",""
"36197","ENSG00000258203",""
"36198","ENSG00000258204",""
"36199","ENSG00000258205",""
"36200","ENSG00000258206",""
"36201","ENSG00000258212","ZNF75BP"
"36202","ENSG00000258214",""
"36203","ENSG00000258215",""
"36204","ENSG00000258216",""
"36205","ENSG00000258220","LINC02424"
"36206","ENSG00000258224",""
"36207","ENSG00000258225",""
"36208","ENSG00000258230",""
"36209","ENSG00000258231",""
"36210","ENSG00000258232",""
"36211","ENSG00000258234",""
"36212","ENSG00000258235",""
"36213","ENSG00000258239","MTND2P17"
"36214","ENSG00000258245","RPL10P13"
"36215","ENSG00000258251","YPEL5P3"
"36216","ENSG00000258253",""
"36217","ENSG00000258260",""
"36218","ENSG00000258262","MTCH2P2"
"36219","ENSG00000258271",""
"36220","ENSG00000258272",""
"36221","ENSG00000258273",""
"36222","ENSG00000258274","CRADD-AS1"
"36223","ENSG00000258278","CLUHP8"
"36224","ENSG00000258279","LINC00592"
"36225","ENSG00000258283",""
"36226","ENSG00000258284","POLR2KP1"
"36227","ENSG00000258290","BRWD1P2"
"36228","ENSG00000258292","LINC02410"
"36229","ENSG00000258294",""
"36230","ENSG00000258302",""
"36231","ENSG00000258303",""
"36232","ENSG00000258304",""
"36233","ENSG00000258311",""
"36234","ENSG00000258312",""
"36235","ENSG00000258313",""
"36236","ENSG00000258316","KLF17P1"
"36237","ENSG00000258317",""
"36238","ENSG00000258320",""
"36239","ENSG00000258325","ITFG2-AS1"
"36240","ENSG00000258331","LINC02461"
"36241","ENSG00000258332","LINC02394"
"36242","ENSG00000258334","TROAP-AS1"
"36243","ENSG00000258336","DUX4L52"
"36244","ENSG00000258338",""
"36245","ENSG00000258343","SNRPF-DT"
"36246","ENSG00000258344",""
"36247","ENSG00000258345",""
"36248","ENSG00000258352","IFITM3P6"
"36249","ENSG00000258357","NSA2P2"
"36250","ENSG00000258358",""
"36251","ENSG00000258360","NF1P12"
"36252","ENSG00000258365",""
"36253","ENSG00000258368","ZNF970P"
"36254","ENSG00000258369","ADI1P3"
"36255","ENSG00000258375",""
"36256","ENSG00000258449",""
"36257","ENSG00000258529",""
"36258","ENSG00000258546","CENPUP2"
"36259","ENSG00000258554",""
"36260","ENSG00000258679",""
"36261","ENSG00000258763",""
"36262","ENSG00000258794","DUX4L27"
"36263","ENSG00000258815","LINC02820"
"36264","ENSG00000258816",""
"36265","ENSG00000258817","OR4C13"
"36266","ENSG00000258830",""
"36267","ENSG00000258846","EEF1A1P33"
"36268","ENSG00000258907","PSMB3P1"
"36269","ENSG00000258921",""
"36270","ENSG00000259075","POC1B-GALNT4"
"36271","ENSG00000259099",""
"36272","ENSG00000259112","NDUFC2-KCTD14"
"36273","ENSG00000259125","LRP1-AS"
"36274","ENSG00000259290",""
"36275","ENSG00000259541",""
"36276","ENSG00000259571","BLID"
"36277","ENSG00000259854","LINC02956"
"36278","ENSG00000259884","NR4A1AS"
"36279","ENSG00000259887","FIGNL2-DT"
"36280","ENSG00000259937",""
"36281","ENSG00000260008",""
"36282","ENSG00000260030",""
"36283","ENSG00000260122",""
"36284","ENSG00000260209",""
"36285","ENSG00000260233","ZNRD2-DT"
"36286","ENSG00000260254",""
"36287","ENSG00000260348",""
"36288","ENSG00000260401",""
"36289","ENSG00000260423","LINC02367"
"36290","ENSG00000260470",""
"36291","ENSG00000260473",""
"36292","ENSG00000260492","CISTR"
"36293","ENSG00000260595","OR4C49P"
"36294","ENSG00000260597",""
"36295","ENSG00000260679",""
"36296","ENSG00000260808",""
"36297","ENSG00000260811","OR4C45"
"36298","ENSG00000260877",""
"36299","ENSG00000260895",""
"36300","ENSG00000260943","LINC02555"
"36301","ENSG00000260966",""
"36302","ENSG00000261070",""
"36303","ENSG00000261098",""
"36304","ENSG00000261257",""
"36305","ENSG00000261276",""
"36306","ENSG00000261308","FIGNL2"
"36307","ENSG00000261324",""
"36308","ENSG00000261347",""
"36309","ENSG00000261578",""
"36310","ENSG00000261586",""
"36311","ENSG00000261594","TPBGL"
"36312","ENSG00000261625",""
"36313","ENSG00000261645","DISC1FP1"
"36314","ENSG00000261799",""
"36315","ENSG00000262406","MMP12"
"36316","ENSG00000263465","SRSF8"
"36317","ENSG00000263540","MIR5582"
"36318","ENSG00000263693","MIR3161"
"36319","ENSG00000263742","MIR3165"
"36320","ENSG00000263744","MIR3664"
"36321","ENSG00000263838","MIR4698"
"36322","ENSG00000263873","THY1-AS1"
"36323","ENSG00000263885","MIR3920"
"36324","ENSG00000263890","MIR4303"
"36325","ENSG00000263944","RN7SL435P"
"36326","ENSG00000263993","RN7SL786P"
"36327","ENSG00000263999","RN7SL42P"
"36328","ENSG00000264028","RN7SL744P"
"36329","ENSG00000264032","MIR4491"
"36330","ENSG00000264102","MIR4688"
"36331","ENSG00000264110","MIR4300"
"36332","ENSG00000264200","MIR4693"
"36333","ENSG00000264201","MIR4701"
"36334","ENSG00000264211","MIR4492"
"36335","ENSG00000264402","MIR548AL"
"36336","ENSG00000264405","MIR3913-1"
"36337","ENSG00000264519","RN7SL596P"
"36338","ENSG00000264559","MIR3162"
"36339","ENSG00000264583","MIR4487"
"36340","ENSG00000264906","MIR4494"
"36341","ENSG00000264978","RN7SL630P"
"36342","ENSG00000264997",""
"36343","ENSG00000265014","MIR3160-1"
"36344","ENSG00000265064","MIR4692"
"36345","ENSG00000265093","RN7SL246P"
"36346","ENSG00000265140","MIR4301"
"36347","ENSG00000265227","MIR4699"
"36348","ENSG00000265357","MIR4493"
"36349","ENSG00000265388","RN7SL391P"
"36350","ENSG00000265539","MIR3164"
"36351","ENSG00000265559","RN7SL652P"
"36352","ENSG00000265566","RN7SL605P"
"36353","ENSG00000265861","MIR4495"
"36354","ENSG00000265874","MIR4489"
"36355","ENSG00000265902","MIR4696"
"36356","ENSG00000265917","MIR3685"
"36357","ENSG00000265973",""
"36358","ENSG00000266006","MIR4488"
"36359","ENSG00000266016","MIR548Z"
"36360","ENSG00000266041","MIR4690"
"36361","ENSG00000266043","MIR3649"
"36362","ENSG00000266099","MIR5700"
"36363","ENSG00000266185","RN7SL804P"
"36364","ENSG00000266192","MIR1260B"
"36365","ENSG00000266215","MIR3167"
"36366","ENSG00000266423","MIR3163"
"36367","ENSG00000266570","MIR5579"
"36368","ENSG00000266581","MIR3166"
"36369","ENSG00000266610","RN7SL176P"
"36370","ENSG00000266703","MIR4490"
"36371","ENSG00000266923",""
"36372","ENSG00000267281","ATF7-NPFF"
"36373","ENSG00000267285",""
"36374","ENSG00000267811",""
"36375","ENSG00000268069",""
"36376","ENSG00000268472",""
"36377","ENSG00000268635",""
"36378","ENSG00000269038","SF1-DT"
"36379","ENSG00000269176",""
"36380","ENSG00000269463",""
"36381","ENSG00000269514",""
"36382","ENSG00000269570",""
"36383","ENSG00000269892",""
"36384","ENSG00000269895",""
"36385","ENSG00000269903",""
"36386","ENSG00000269939","PCF11-AS1"
"36387","ENSG00000269944",""
"36388","ENSG00000269968",""
"36389","ENSG00000270039",""
"36390","ENSG00000270060",""
"36391","ENSG00000270068",""
"36392","ENSG00000270072",""
"36393","ENSG00000270117",""
"36394","ENSG00000270175",""
"36395","ENSG00000270179",""
"36396","ENSG00000270202",""
"36397","ENSG00000270204",""
"36398","ENSG00000270269","IMMP1LP1"
"36399","ENSG00000270273",""
"36400","ENSG00000270296","STX8P1"
"36401","ENSG00000270323",""
"36402","ENSG00000270344","POC1B-AS1"
"36403","ENSG00000270395","MREGP1"
"36404","ENSG00000270403",""
"36405","ENSG00000270423",""
"36406","ENSG00000270429","KNOP1P2"
"36407","ENSG00000270449",""
"36408","ENSG00000270458",""
